food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
715,fish salan,fish,"किंग फिश, पके टमाटर, देसी घी, अदरक-लहसुन का पेस्ट, प्याज, हल्दी पाउडर, लाल मिर्च पाउडर, कालीमिर्च पाउडर, गरम मसाला, सौंठ, हल्दी पाउडर, सौंफ पाउडर, रिफाइंड आॅयल, नमक , पानी",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,515,63.51495528,52.25312817,Hypertension,Non-Veg,weight loss
716,spanish fish fry,fish,"सॉल फिश, टमाटर, प्याज, नींबू का रस, आॅलिव आॅयल, अदरक और लहसुन का पेस्ट, तेजपत्ता, दालचीनी स्टिक, हरी मिर्च, सिरका, नमक, पानी",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,605,71.13107476,89.35773235,None,Low carbs,maintain body
717,prawn potato soup,soup,"प्याज, आलू, प्रॉन्स, अंडे, दूध, मक्खन, हरा धनिया , नमक, पानी",Veg, alkaline_diet low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet,430,77.26304217,99.81403637,None,Veg,weight loss
718,red rice vermicelli kheer,rice,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,650,73.5615372,73.69588217,Diabetes,Vegan,weight loss
719,riceless chicken biryani,rice,"malabar peppercorn, cinnamon stick, green cardamom pods, star anise, cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, bay leaves, green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,225,66.21081205,64.90835233,Asthma,Vegan,weight gain
720,green cucumber shots,rice,"english cucumbers, garlic cloves (smashed), romaine lettuce, basil, parsley, cilantro, big lemon, sea salt, olive oil",Veg, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet dash_diet,225,73.9811263,65.65291115,None,Keto,maintain body
721,thai pineapple rice,rice,"rice, onion, thai ginger , fresh turmeric, curry leaf, lemon grass, coconut milk, salt, hot curry powder, pineapple chunks, oil, water, turmeric powder, fresh pineapple",Veg, high_protien_diet vegan_diet dash_diet ketogenic_diet,520,77.00358429,97.84791951,Asthma,Gluten-Free,weight loss
722,green asparagus risotto,rice,"carnaroli rice, vegetable broth, butter, extra virgin olive oil, parmigiano cheese, onion (minced), white wine, salt & pepper",Veg, alkaline_diet dash_diet high_fiber_diet hormone_diet,400,69.34010236,75.56547942,Asthma,Veg,maintain body
723,goan prawn curry &amp; baked rice canapes,rice,"jeera whole, coriander seeds, kashmiri chilly, garlic, ginger, green chillies, kokum, coconut, onion, tomatoes, coriander, prawns, salt, turmeric powder, garlic paste, asafoetida, refined oil, ginger paste, goan rice, coconut milk, green chillies, fresh coconut, hing, refined oil, coriander leaves, basmati rice, coconut milk, green chillies, coconut milk, coconut, salt, green chillies, curry leaf, lecite",Veg, low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet,300,74.53156598,61.82090026,None,Gluten-Free,weight gain
724,veg fried rice,rice,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Veg, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,280,73.81385894,91.73828277,None,Low carbs,weight gain
725,egg and garlic fried rice,rice,"oil, garlic, spring onion , ginger, red chilli , egg, cooked rice, salt, black pepper powder, soya sauce",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet hormone_diet high_protien_diet dash_diet type_a_diet,365,65.40744807,83.87743074,Hypertension,Dairy-Free,maintain body
726,curd rice,rice,"rice, water, curd, milk, carrot, green chilli, ginger, salt, coriander leaves, oil, mustard seeds, chana dal, urad dal, curry leaves, red chilli, hing",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,460,69.58035524,75.61408888,Asthma,Vegan,weight loss
727,fried rice with soya chunks,rice,"basmati rice, carrot, capsicum, beans, green peas, ginger, garlic, green chillies, bay leaf, cinnamon sticks, green cardamoms, clove, soya chunks, salt,",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet dash_diet,455,68.63544063,79.517913,Diabetes,Dairy-Free,maintain body
728,cauliflower and chicken biryani,rice,"boneless chicken, biryani masala, yogurt, onions, coconut oil, cauliflower, coconut (diced), onion (diced), peppercorns, cardamoms, cumin seeds, bay leaves, cinnamon, cloves, coconut oil, garam masala, dry chilli flakes, turmeric powder, black peppercorns, cardamom, cinnamon, garlic (crushed), tomato puree, green chillies, fresh ginger (peeled), dry red chilli, salt",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet type_a_diet,610,59.36277154,69.75536345,Hypertension,Dairy-Free,weight gain
729,chicken quinoa biryani,rice,"onions, tomato, green chillies(slit open), ginger garlic paste, mint leaves, coriander leaves/cilantro, fresh yogurt/curd(beaten), turmeric powder, chilli powder, salt, chicken (cut into pieces), garam masala powder, ginger garlic paste, yogurt/curd,  chilli powder, coriander powder, salt, oil, cloves, bay leaf , cardamom",Non-Veg, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,225,67.02646795,99.57369328,Diabetes,Keto,maintain body
730,corn pulao,rice,"basmati rice, american corn kernels, olive oil, onion, ginger garlic paste, salt, green chillies, cumin seed, bay leaf, pepper corn, cloves, hot water, coriander leaves, lime juice, bell pepper (sautéed and diced), coconut",Veg, low_fat_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,500,69.65770181,98.68546154,None,Low carbs,weight loss
731,zucchini methi pulao,rice,"zucchini, basmati rice, fenugreek (methi), clarified butter (desi ghee), clarified butter (desi ghee), cumin seeds (jeera), asafoetida (heeng), green chilles, ginger, salt",Veg, ketogenic_diet,485,59.21653311,58.97590868,Asthma,Gluten-Free,cure disease
732,lemon rice,rice,"cooked basmati rice, oil, asafoetida (heeng), mustard seeds (sarson), curry leaves (kadhi patta), whole red chilli (sabut laal mirch), turmeric powder(haldi), salt, lemon juice, peanuts, urad dal, chana dal, ginger",Veg, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,560,65.73286898,75.02977352,Diabetes,Keto,weight loss
733,kale channe ki biryani,rice,"black gram (kala chana), basmati rice (soaked for 2 hours), cinnamon, green cardamoms, cloves, ghee, black cardamoms, black peppercorns, bay leaves, onions, green chillies (slit), ginger-garlic paste, coriander powder, turmeric powder, yogurt, fresh mint leaves, fresh coriander leaves, garam masala powder, red chilli powder, salt, cashew nuts, almonds, milk, fresh cream, saffron, ginger, screw pine essence (kewra), browned onions, whole wheat flour dough",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,260,74.90316232,77.06436156,Asthma,Gluten-Free,maintain body
734,chicken paella,rice,"chicken, oil, salt and pepper, paprika powder, chilli flakes, garlic paste, onions, bell peppers, rice, vegetable stock, saffron, peas, olives, parsley, white wine",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,355,76.41680547,53.94032151,None,Keto,weight loss
735,thai fish curry,rice,"fish (cubed), thai green curry paste, oil, onions, garlic, ginger/galangal, coconut milk, coriander, lemon juice, palm sugar, basil leaves, salt & pepper",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,665,65.18539429,82.07901468,Asthma,Keto,maintain body
736,vegetable pulao,rice,"water, basmati rice, ghee, paneer (cooked), carrot, beans, peas, elaichi, cardamoms, cinnamon, bay leaves, cumin seeds, chilli powder, turmeric, salt, coriander leaves",Veg, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,220,59.39936937,66.85875282,Diabetes,Dairy-Free,cure disease
737,oats &amp; shallots pulao,rice,"चावल, हरा धनिया, हरी मिर्च, प्याज , दालचीनी, इलाइची, लौंग , लाल मिर्च पाउडर, नमक, गार्लिक फलेक्स, अदरक , शैलेट, जैतून का तेल",Veg, high_protien_diet dash_diet gluten_free_diet,470,77.19195693,92.04514568,None,Veg,maintain body
738,shiitake fried rice with water chestnuts,rice,"शिटाके मशरूम , वेजिटेबल आॅयल, लहसुन की कलियां, हरी मिर्च, सिंघाड़े, प्याज, लीक्स, सेलेरी, अदरक, तिल का तेल, चावल पके हुए, सफेद मिर्च, नमक, राइस वाइन विनेगर, हरी प्याज, छोटा बंच पासर्ले, तिल का तेल",Veg, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,545,72.65356394,98.81452955,Diabetes,Dairy-Free,maintain body
739,thai pineapple rice,rice,"चावल, प्याज, थाई अदरक, फ्रेश हल्दी, कढ़ीपत्ता, लेमनग्रास, नारियल मिल्क, नमक, हॉट करी पाउडर, पाइनएप्पल के टुकड़े, तेल, पानी, हल्दी पाउडर, ताजा पाइनएप्पल",Veg, high_protien_diet vegan_diet dash_diet ketogenic_diet,660,76.23949882,69.98174345,Hypertension,Keto,weight loss
740,prawn fried rice,rice,"तेल, बैकन, प्रॉन्स, चिकन, गाजर, लहसुन की कलियां, अदरक, स्प्रिंग अनियन, स्वीट चिली सॉस, सोय सॉस, नमक, कालीमिर्च, स्वीट कॉर्न, सिरका, पके हुए चावल, हरा धनिया",Veg, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,275,63.20384618,52.90865026,None,Non-Veg,maintain body
741,lotus leaf wrapped fried rice,rice,"जैसमीन राइस (पके हुए ), एडमैम बीन्स, मॉक मीट, शिटाके मशरूम, स्प्रिंग अनियन, डार्क सोय सॉस, सूरजमुखी का तेल, नमक",Veg, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,585,64.49950386,85.60997822,Hypertension,Vegan,cure disease
742,vegetable biryani,rice,"जीरा, प्याज, अदरक लहसुन, मिक्स वेजिटेबल, धनिया पाउडर, गरम मसाला, हल्दी पाउडर, नमक , लाल मिर्च पाउडर, हरी मिर्च, नींबू का रस, उबले हुए चावल, हरा धनिया",Veg, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,670,60.53264689,58.89588024,Asthma,Vegan,maintain body
743,avial with red rice,rice,"रेड राइस, पानी, आलू, गाजर, कच्चा केला, ड्रमस्टिक, छोटा कच्चा आम, खट्टा दही, बीन स्टिक, प्याज, नमक , हल्दी, पानी, नारियल तेल, हरी मिर्च, सरसों के दाने (क्रश्ड)",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,410,63.84802654,79.50945364,None,Vegan,cure disease
744,red rice poha,rice,"प्याज, पैपर, बटन मशरूम, जंगली मशरूम, वाइट वाइन, टमाटर, सेज लीफ, रेड पोहा, ट्रफल ऑयल, रोजमेरी",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,400,72.9630478,52.18201956,None,Keto,maintain body
745,corn pulao,rice,"बासमती चावल, अमेरिकन कॉर्न के दाने, जैतून का तेल, प्याज, अदरक लहसुन का पेस्ट, नमक, हरी मिर्च, जीरा, तेजपत्ता, कालीमिर्च, लौंग, गर्म पानी, हरा धनिया, नींबू का रस, शिमला मिर्च , नारियल",Veg, high_protien_diet low_fat_diet gluten_free_diet,410,64.28040965,88.22005594,Hypertension,Gluten-Free,maintain body
746,rice in lamb stock,rice,"चावल, देसी घी, बड़ी इलाइची, तेजपत्ता, दालचीनी स्टिक, सौंफ, प्याज, लैंब बोनज़, शाही जीरा, काजू, क्रीम, हरी इलाइची पाउडर, नमक, पानी",Non-Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,660,76.83668646,77.17339517,Hypertension,Low carbs,weight loss
747,steam bunny chicken bao,bread,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645,69.11270539,59.33109315,Diabetes,Non-Veg,maintain body
748,christmas tree pizza,bread,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",Veg, vegan_diet high_fiber_diet,600,71.6089874,60.14550573,Diabetes,Low carbs,weight loss
749,vegetable bruschetta,bread,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",Veg, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,595,72.9920348,57.38263634,Asthma,Vegan,weight gain
750,spinach and feta crepes,bread,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",Veg, dash_diet high_fiber_diet type_a_diet ketogenic_diet,465,61.98031846,69.13458234,Hypertension,Dairy-Free,weight loss
751,red wine braised mushroom flatbread,wine,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt",Veg, alkaline_diet dash_diet low_fat_diet,580,70.15481201,63.15715553,None,Keto,cure disease
752,strawberry &amp; pistachio breton tart,bread,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",Veg, high_protien_diet low_fat_diet,620,69.08180185,58.39000382,Hypertension,Non-Veg,weight gain
753,tricolour pizza,bread,"pizza base , pizza sauce, mozzarella cheese, black olive, green capsicum, carrots, olive oil",Veg, vegan_diet,380,67.25134799,83.02549735,None,Veg,maintain body
754,instant rava dosa,bread,"rava/suji/semolina, rice flour, all purpose flour, fresh coconut (pieces), jeera, green chilli, dhaniya, onion (diced), salt, water, oil, ghee/clarified butter",Veg, vegan_diet low_fat_diet high_fiber_diet,370,71.57333008,75.82702791,Hypertension,Low carbs,weight loss
755,easy bread poha,bread,"oil, hing, mustard seeds, curry leaves, whole red chillies, cookes peas, peanuts, turmeric powder, salt, bread, green chillies, lemon juice, coriander leaves, dessicated coconut",Veg, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,570,72.27188453,92.09220383,Asthma,Veg,cure disease
756,bread chana basket,bread,"bread (white/brown), butter, for chana chaat:, chana, onion, tomatoes, cumin seeds, ginger garlic paste, chilli powder, chana masala, turmeric powder , oil, salt",Veg, dash_diet Mediterranean_diet,600,77.67023169,62.57664852,None,Non-Veg,maintain body
757,spaghetti with clams &amp; crispy bread crumbs,bread,"panko, 1/4 cup plus 1 tablespoon extra-virgin olive oil, plus more for drizzling, kosher salt, freshly ground pepper,  garlic cloves,  manila clams or cockles, scrubbed, dry white wine,  spaghetti,  lemon zest,  lemon juice,  mullet bottarga (optional; see note),   red pepper,  thyme,  rosemary,  parsley",Veg, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,540,74.32127776,88.52436514,Asthma,Dairy-Free,weight gain
758,kasha bread,bread,"kasha, boiling water, buckwheat flour, all-purpose gluten free flour, brown sugar, baking powder, baking soda, xanthum gum, salt, buttermilk, cream, egg, oil, walnuts",Veg, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet dash_diet,525,75.53050299,51.55841612,None,Low carbs,weight loss
759,egg paratha,bread,"whole wheat flour, salt, oil, eggs, onions, green chilli, coriander leaves, garam masala",Non-Veg, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,375,63.13018343,74.15288376,None,Dairy-Free,cure disease
760,egg and cheddar cheese sandwich,bread,"egg, salt, pepper, ham slices, basil leaves",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,585,71.21411465,82.58837711,Diabetes,Veg,weight loss
761,egg in a blanket,bread,"eggs, brown bread slices, butter, chilli flakes, oregano, salt",Non-Veg, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,235,68.59420453,78.84597109,Hypertension,Gluten-Free,weight loss
762,bread dahi vada,bread,"bread slices, curd, oil, salt and black pepper , red chilli powder, aamchoor powder, mint leaves, zeera powder, anardana",Veg, dash_diet Mediterranean_diet,450,77.11523665,81.24042013,None,Keto,cure disease
763,cheese and avocado parantha,bread,"गेंहू का आटा, कसूरी मेथी, पानी, जैतून का तेल, एवोकाडो, मॉजरेला चीज, पिज्जा सिजनिंग, घी , नमक",Veg, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,235,76.64320807,68.99776179,Diabetes,Keto,cure disease
764,bread with tomatoes and olives,bread,"फ्रेंच ब्रेड लोफ, टोमैटो, एक्स्ट्रा वर्जिन ऑलिव ऑयल, नमक, कालीमिर्च, पासर्ले , स्टफ्ड ग्रीन ऑलिव",Veg, Mediterranean_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,435,71.04243476,51.66488254,Asthma,Dairy-Free,weight gain
765,beetroot modak,modak,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",Veg, vegan_diet low_fat_diet ketogenic_diet,485,73.21614764,55.21099996,None,Veg,weight loss
766,active charcoal modak,modak,"for modak:, gram flour (besan), semolina (rava/suji), active charcoal, water, oil (for frying), sugar, water, cardamom powder, lemon juice, cashews (kaju)",Veg, vegan_diet low_fat_diet ketogenic_diet hormone_diet,375,63.92296425,93.20252672,Asthma,Dairy-Free,weight gain
767,flax seed and beetroot modak,modak,"rice flour, salt, oil (for greasing), beetroot puree, tossed flax seeds (for topping), fresh coconut, jaggery, poppy seeds, green cardamom powder, nutmeg powder",Veg, high_protien_diet vegan_diet high_fiber_diet,315,67.68613157,84.78770897,Hypertension,Keto,cure disease
768,lemon poppy seed cake,cake,"plain flour, baking powder, salt, castor sugar, baking soda, eggs, butter, vanilla essence, lemon juice, poppy seed, lemon peel, to serve:, lemon syrup, whip cream, fresh berry",Veg, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,380,60.6311589,96.08587709,None,Non-Veg,weight gain
769,chocolate prunes gujiyas,chocolate,"for gujiya pastry:, refined flour, ghee, water, salt, for gujiya stuffing:, dark chocolate, prunes, mawa, sugar, cardamom",Veg, high_protien_diet high_fiber_diet ketogenic_diet,475,61.80522469,68.19083423,Diabetes,Gluten-Free,weight gain
770,almond &amp; white chocolate gujiya,gujiya,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",Veg, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,255,61.85742886,66.60896685,Hypertension,Gluten-Free,weight gain
771,gajar halwa tart,halwa,"white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",Veg, low_fat_diet,205,71.74557035,64.33565489,Asthma,Gluten-Free,weight loss
772,christmas chocolate fudge cookies,cookie,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder",Veg, high_protien_diet high_fiber_diet ketogenic_diet,655,69.68108157,83.39346935,None,Dairy-Free,weight gain
773,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",Veg, high_protien_diet,205,62.87354752,82.3836825,None,Non-Veg,weight loss
774,chocolate appo,chocolate,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter",Veg, high_protien_diet high_fiber_diet ketogenic_diet,250,69.70600406,85.44963294,Hypertension,Vegan,weight gain
775,red rice vermicelli kheer,kheer,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,340,62.50435016,74.49742059,Asthma,Dairy-Free,weight loss
776,grilled almond barfi (sugar free),barfi,"khoya, sweetener (optional), almonds (crushed)",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,575,77.33874925,78.45903933,Diabetes,Keto,weight gain
777,chocolate kaju katli,kaju,"cashew nuts, sugar, water, milk chocolate or dark chocolate",Veg, high_fiber_diet ketogenic_diet,665,72.96726169,95.81276026,Diabetes,Low carbs,cure disease
778,chocolate samosa,samosa,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",Veg, high_protien_diet high_fiber_diet ketogenic_diet,330,66.24810681,70.17954755,None,Gluten-Free,maintain body
779,mix fruit laccha rabri tortilla crunch,rabri,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,225,59.61895972,58.68519625,Hypertension,Dairy-Free,cure disease
780,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,495,75.16202008,64.923294,Asthma,Gluten-Free,maintain body
781,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",Veg, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,400,76.79530173,69.44577639,Diabetes,Dairy-Free,maintain body
782,green lentil dessert fudge,dessert,"whole moong beans, cow ghee, raisins, whole milk, jaggery (organic), ground cardamom, almonds (halved)",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,265,69.69479307,74.55219246,Asthma,Non-Veg,weight loss
783,pista chocolate &amp; mandarin,chocolate,"पिस्ता, दूध, चीनी, टूटे हुए चावल, हरी इलाइची, वाइट चॉकलेट, दूध, अंडे का पीला भाग, विप्ड क्रीम, वनीला पॉड, मैन्डरिन , चीनी, पानी",Veg, high_protien_diet high_fiber_diet ketogenic_diet,370,61.33568366,86.68933671,Diabetes,Veg,weight loss
784,banana and maple ice lollies,banana,"केले, ग्रीक योगर्ट, हैवी क्रीम, प्योर मैपल सिरप , नारियल",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,485,76.45049118,69.67393473,Asthma,Low carbs,weight loss
785,banana and chia tea cake,cake,"बनाना, कैस्टर शुगर, मैदा, तेल, दूध, अंडे, बेकिंग सोडा, अलसी के बीज, बादाम फलेक्स, चिया सीड्स",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,290,60.29464067,56.70087039,Asthma,Dairy-Free,weight loss
786,chocolate and almond rum ball h,almond,"चॉकलेट स्पॉज एगलेस, डार्क चॉकलेट, सिंगल क्रीम, बादाम, कैस्टर शुगर, इंस्टेंट कॉफी पाउडर, डार्क रम",Veg, high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet,255,76.345345,74.82234568,Hypertension,Vegan,maintain body
787,cashew nut cookies,cookie,"काजू पेस्ट, घी, खांड, फलैक्स या चिया सीडस, बेकिंग सोडा, बेकिंग पाउडर, वनीला, ओट्स, मैदा आर्गेनिक",Veg, high_protien_diet vegan_diet dash_diet ketogenic_diet,645,73.44909224,70.94463419,Hypertension,Low carbs,weight loss
788,lemon sushi cake,cake,"वनीला प्री मिक्स, जेल, तेल, पानी, अंडे का पीला भाग, नींबू का रस, चीनी, मक्खन, वाइट चॉकलेट, कुकिंग क्रीम, दूध",Veg, alkaline_diet low_fat_diet high_fiber_diet ketogenic_diet,200,65.30182453,53.34173851,Hypertension,Gluten-Free,maintain body
789,chocolate doughnut,chocolate,"चीनी, अंडे का पीला भाग, अंडा, मक्खन, यीस्ट, दूध",Veg, high_protien_diet high_fiber_diet ketogenic_diet,585,62.57782437,79.61501913,Diabetes,Dairy-Free,weight gain
790,spiced almond banana jaggery cake,cake,"मक्खन, दालचीनी गुड़ पाउडर, जायफल (पीसा हुआ), बादाम, चीनी, अंडे, संतरे का छिलका , केला, मैदा, बेकिंग सोडा, बेकिंग पाउडर, नमक, छाछ, पीसी हुई दालचीनी",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet,545,66.78621295,66.23928501,Hypertension,Vegan,maintain body
791,fennel scented sweet banana fritters,banana,"गेंहू का आटा, केला, गुड़ , दूध या पानी, घी या तेल",Veg, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet,650,69.80733843,72.93092701,Diabetes,Non-Veg,maintain body
792,camel milk cake tart,cake,"कैमल मिल्क, चीनी, सिरका, मक्खन, ब्राउन शुगर, मैदा, अंडे",Veg, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,580,70.79716803,98.58495577,None,Dairy-Free,maintain body
793,quinoa coconut crumble custard,coconut,"क्निोआ (पका हुआ), ओट्स, दालचीनी पाउडर, नमक, ब्राउन शुगर या गुड़, नट्स, कोकोनट्स फलेक्स, अंडे, क्निोआ, नारियल दूध, मैपल सिरप, वनीला एक्ट्रैक्ट, दालचीनी पाउडर, नमक, शहद",Veg, paleo_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,375,77.6837215,92.82129008,Asthma,Keto,weight loss
794,andhra pan fried pomfret,curry,"white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, lemon (juiced), cumin powder, coriander powder, garam masala, green chilli, curry leaves, coriander",Veg, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet,320,64.72989764,55.9828225,Hypertension,Veg,cure disease
795,andhra crab meat masala,crab,"processed crab meat, refined oil, curry leaves, garlic, green chilli, onion, ginger-garlic paste, coriander, coriander powder, cumin powder, turmeric powder, garam masala powder, kashmiri chilli powder, salt, lemon, chop masala, tomato",Non-Veg, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,200,70.65718618,71.91070377,None,Veg,cure disease
796,malabari fish curry,curry,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,665,76.2129722,85.3047159,None,Vegan,cure disease
797,ghee roast chicken dosa quesadilla,dosa,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,385,77.19851409,65.28088785,Hypertension,Keto,weight gain
